CLASSIC_LASER_IN;CLASSIS_OUT;QUANT_IN_PORT;QUANT_DETECTOR_PORT;photon count;timestamp epoch;timestamp_utc;duration
;;;;;;;;
1;10;-;9;1130;1744661484.583852670;Mon Apr 14 08:11:24 PM UTC 2025;36.718844664
1;10;2;9;2874;1744661521.309527605;Mon Apr 14 08:12:01 PM UTC 2025;30.550582544
1;10;3;9;1976;1744661551.866547190;Mon Apr 14 08:12:31 PM UTC 2025;17.837950328
1;10;4;9;2267;1744661569.711421630;Mon Apr 14 08:12:49 PM UTC 2025;14.079712424
1;10;5;9;1325;1744661583.797706966;Mon Apr 14 08:13:03 PM UTC 2025;23.433982026
1;10;6;9;1292;1744661607.238428449;Mon Apr 14 08:13:27 PM UTC 2025;21.474133857
1;10;7;9;1374;1744661628.719258400;Mon Apr 14 08:13:48 PM UTC 2025;27.910206561
1;10;8;9;1458;1744661656.636522926;Mon Apr 14 08:14:16 PM UTC 2025;24.558440242
2;9;-;10;2178;1744661927.575476524;Mon Apr 14 08:18:47 PM UTC 2025;16.780400639
2;9;1;10;4578;1744661944.363138152;Mon Apr 14 08:19:04 PM UTC 2025;26.405932276
2;9;3;10;13984;1744661970.776252673;Mon Apr 14 08:19:30 PM UTC 2025;44.412563554
2;9;4;10;6112;1744662015.195289319;Mon Apr 14 08:20:15 PM UTC 2025;15.696691958
2;9;5;10;2243;1744662030.898642247;Mon Apr 14 08:20:30 PM UTC 2025;13.976952634
2;9;6;10;1874;1744662044.882504859;Mon Apr 14 08:20:44 PM UTC 2025;10.896749673
2;9;7;10;2341;1744662055.785689925;Mon Apr 14 08:20:55 PM UTC 2025;16.577975319
2;9;8;10;2446;1744662072.370432507;Mon Apr 14 08:21:12 PM UTC 2025;19.043325309
2;11;-;9;3092;1744662298.875459137;Mon Apr 14 08:24:58 PM UTC 2025;33.467624022
2;11;1;9;4507;1744662332.350214747;Mon Apr 14 08:25:32 PM UTC 2025;14.224429953
2;11;3;9;19456;1744662346.581095241;Mon Apr 14 08:25:46 PM UTC 2025;35.061588940
2;11;4;9;4597;1744662381.649237257;Mon Apr 14 08:26:21 PM UTC 2025;24.370932283
2;11;5;9;2974;1744662406.026824504;Mon Apr 14 08:26:46 PM UTC 2025;18.838395660
2;11;6;9;3258;1744662424.872544792;Mon Apr 14 08:27:04 PM UTC 2025;20.407055390
2;11;7;9;3126;1744662445.286092986;Mon Apr 14 08:27:25 PM UTC 2025;13.628273922
2;11;8;9;3472;1744662458.920935330;Mon Apr 14 08:27:38 PM UTC 2025;21.202173031
3;9;-;10;5173;1744662849.870943470;Mon Apr 14 08:34:09 PM UTC 2025;16.120434999
3;9;1;10;22895;1744662865.998434231;Mon Apr 14 08:34:25 PM UTC 2025;14.712685690
3;9;2;10;17642;1744662880.717656870;Mon Apr 14 08:34:40 PM UTC 2025;14.197481298
3;9;4;10;9963;1744662894.921920712;Mon Apr 14 08:34:54 PM UTC 2025;27.239455800
3;9;5;10;20195;1744662922.167994300;Mon Apr 14 08:35:22 PM UTC 2025;13.139311466
3;9;6;10;5326;1744662935.314177358;Mon Apr 14 08:35:35 PM UTC 2025;16.358057614
3;9;7;10;5268;1744662951.679120999;Mon Apr 14 08:35:51 PM UTC 2025;17.430197279
3;9;8;10;4982;1744662969.116845293;Mon Apr 14 08:36:09 PM UTC 2025;13.342437250
3;11;-;10;59462;1744663154.054532578;Mon Apr 14 08:39:14 PM UTC 2025;30.987024400
3;11;1;10;57352;1744663185.048205874;Mon Apr 14 08:39:45 PM UTC 2025;21.909372958
3;11;2;10;53758;1744663206.963802464;Mon Apr 14 08:40:06 PM UTC 2025;30.659038276
3;11;4;10;74629;1744663237.629410889;Mon Apr 14 08:40:37 PM UTC 2025;14.716553173
3;11;5;10;57932;1744663252.352819946;Mon Apr 14 08:40:52 PM UTC 2025;18.769822788
3;11;6;10;55267;1744663271.129365080;Mon Apr 14 08:41:11 PM UTC 2025;13.681739337
3;11;7;10;58924;1744663284.817154821;Mon Apr 14 08:41:24 PM UTC 2025;12.042277088
3;11;8;10;57367;1744663296.866129600;Mon Apr 14 08:41:36 PM UTC 2025;19.656430123
3;10;-;12;544;1744663778.661942196;Mon Apr 14 08:49:38 PM UTC 2025;10.725553405
3;10;1;12;1895;1744663789.394619124;Mon Apr 14 08:49:49 PM UTC 2025;10.726053612
3;10;2;12;12574;1744663800.127475919;Mon Apr 14 08:50:00 PM UTC 2025;11.145276378
3;10;4;12;12563;1744663811.279469373;Mon Apr 14 08:50:11 PM UTC 2025;17.880528520
3;10;5;12;527;1744663829.166734016;Mon Apr 14 08:50:29 PM UTC 2025;10.499522922
3;10;6;12;846;1744663839.672705697;Mon Apr 14 08:50:39 PM UTC 2025;10.575353786
3;10;7;12;739;1744663850.254663884;Mon Apr 14 08:50:50 PM UTC 2025;9.558167849
3;10;8;12;762;1744663859.819507192;Mon Apr 14 08:50:59 PM UTC 2025;9.279185179
3;12;-;11;8623;1744664024.060043761;Mon Apr 14 08:53:44 PM UTC 2025;14.399597601
3;12;1;11;10574;1744664038.466202293;Mon Apr 14 08:53:58 PM UTC 2025;9.579117128
3;12;2;11;14573;1744664048.052118408;Mon Apr 14 08:54:08 PM UTC 2025;10.560373148
3;12;4;11;23782;1744664058.619565325;Mon Apr 14 08:54:18 PM UTC 2025;17.342840547
3;12;5;11;7914;1744664075.969511881;Mon Apr 14 08:54:35 PM UTC 2025;8.424593822
3;12;6;11;9452;1744664084.400667629;Mon Apr 14 08:54:44 PM UTC 2025;15.735920745
3;12;7;11;8945;1744664100.142675918;Mon Apr 14 08:55:00 PM UTC 2025;10.164552712
3;12;8;11;8523;1744664110.313557653;Mon Apr 14 08:55:10 PM UTC 2025;13.455372114
3;12;-;13;5482;1744664229.526197162;Mon Apr 14 08:57:09 PM UTC 2025;13.526112439
3;12;1;13;2931;1744664243.059197234;Mon Apr 14 08:57:23 PM UTC 2025;17.560360138
3;12;2;13;15836;1744664260.625862576;Mon Apr 14 08:57:40 PM UTC 2025;10.359621204
3;12;4;13;20867;1744664270.992270123;Mon Apr 14 08:57:50 PM UTC 2025;10.335606759
3;12;5;13;2587;1744664281.334467762;Mon Apr 14 08:58:01 PM UTC 2025;14.225406667
3;12;6;13;2895;1744664295.566255031;Mon Apr 14 08:58:15 PM UTC 2025;15.252745064
3;12;7;13;2469;1744664310.825396523;Mon Apr 14 08:58:30 PM UTC 2025;17.765859855
3;12;8;13;2816;1744664328.597615330;Mon Apr 14 08:58:48 PM UTC 2025;15.353313565
4;11;-;12;6452;1744665297.546796006;Mon Apr 14 09:14:57 PM UTC 2025;10.165922758
4;11;1;12;2764;1744665307.719665052;Mon Apr 14 09:15:07 PM UTC 2025;21.780565288
4;11;2;12;10426;1744665329.506752680;Mon Apr 14 09:15:29 PM UTC 2025;11.299504058
4;11;3;12;24982;1744665340.813150729;Mon Apr 14 09:15:40 PM UTC 2025;11.650961899
4;11;5;12;3724;1744665352.470830531;Mon Apr 14 09:15:52 PM UTC 2025;14.252214931
4;11;6;12;3572;1744665366.729898659;Mon Apr 14 09:16:06 PM UTC 2025;11.234245261
4;11;7;12;1856;1744665377.970695363;Mon Apr 14 09:16:17 PM UTC 2025;8.387687563
4;11;8;12;3151;1744665386.365517451;Mon Apr 14 09:16:26 PM UTC 2025;31.183784999
4;11;-;10;35829;1744665493.458241778;Mon Apr 14 09:18:13 PM UTC 2025;33.454014573
4;11;1;10;29852;1744665526.919732567;Mon Apr 14 09:18:46 PM UTC 2025;29.687369263
4;11;2;10;34268;1744665556.613580348;Mon Apr 14 09:19:16 PM UTC 2025;16.732081546
4;11;3;10;47963;1744665573.353140831;Mon Apr 14 09:19:33 PM UTC 2025;14.891405483
4;11;5;10;28619;1744665588.251650314;Mon Apr 14 09:19:48 PM UTC 2025;15.132829076
4;11;6;10;27935;1744665603.391180394;Mon Apr 14 09:20:03 PM UTC 2025;19.390289176
4;11;7;10;24681;1744665622.789008055;Mon Apr 14 09:20:22 PM UTC 2025;10.140251584
4;11;8;10;27349;1744665632.937005048;Mon Apr 14 09:20:32 PM UTC 2025;14.647908183
4;12;-;11;10593;1744665784.614511801;Mon Apr 14 09:23:04 PM UTC 2025;17.808562006
4;12;1;11;9853;1744665802.429931658;Mon Apr 14 09:23:22 PM UTC 2025;21.877973457
4;12;2;11;14893;1744665824.314541862;Mon Apr 14 09:23:44 PM UTC 2025;10.939665312
4;12;3;11;29567;1744665835.260955562;Mon Apr 14 09:23:55 PM UTC 2025;11.516958708
4;12;5;11;11874;1744665846.784428609;Mon Apr 14 09:24:06 PM UTC 2025;8.202502959
4;12;6;11;8935;1744665854.993685888;Mon Apr 14 09:24:14 PM UTC 2025;7.446042391
4;12;7;11;9416;1744665862.446325163;Mon Apr 14 09:24:22 PM UTC 2025;19.471768598
4;12;8;11;9735;1744665881.924738853;Mon Apr 14 09:24:41 PM UTC 2025;13.541509844
4;12;-;13;6326;1744665961.498876000;Mon Apr 14 09:26:01 PM UTC 2025;10.443076163
4;12;1;13;3167;1744665971.948543487;Mon Apr 14 09:26:11 PM UTC 2025;7.532946511
4;12;2;13;10856;1744665979.488741995;Mon Apr 14 09:26:19 PM UTC 2025;6.817188441
4;12;3;13;24697;1744665986.312874162;Mon Apr 14 09:26:26 PM UTC 2025;8.995116597
4;12;5;13;3257;1744665995.314701558;Mon Apr 14 09:26:35 PM UTC 2025;10.631416732
4;12;6;13;2968;1744666005.952678855;Mon Apr 14 09:26:45 PM UTC 2025;8.651983816
4;12;7;13;4016;1744666014.611151038;Mon Apr 14 09:26:54 PM UTC 2025;9.498444141
4;12;8;13;3012;1744666024.116156263;Mon Apr 14 09:27:04 PM UTC 2025;10.765942167
5;12;-;13;3252;1744667159.787840447;Mon Apr 14 09:45:59 PM UTC 2025;13.436624301
5;12;1;13;2972;1744667173.231502788;Mon Apr 14 09:46:13 PM UTC 2025;18.408543868
5;12;2;13;2812;1744667191.646626184;Mon Apr 14 09:46:31 PM UTC 2025;22.370410827
5;12;3;13;3246;1744667214.023633353;Mon Apr 14 09:46:54 PM UTC 2025;9.086768289
5;12;4;13;9527;1744667223.117167034;Mon Apr 14 09:47:03 PM UTC 2025;10.189688437
5;12;6;13;3015;1744667233.313603603;Mon Apr 14 09:47:13 PM UTC 2025;10.145650908
5;12;7;13;2768;1744667243.465619235;Mon Apr 14 09:47:23 PM UTC 2025;15.935249538
5;12;8;13;2810;1744667259.407413203;Mon Apr 14 09:47:39 PM UTC 2025;10.980212871
5;12;-;11;7831;1744667331.589684187;Mon Apr 14 09:48:51 PM UTC 2025;19.115367855
5;12;1;11;6936;1744667350.712215761;Mon Apr 14 09:49:10 PM UTC 2025;10.901403752
5;12;2;11;7011;1744667361.620709431;Mon Apr 14 09:49:21 PM UTC 2025;12.021990004
5;12;3;11;7736;1744667373.649468857;Mon Apr 14 09:49:33 PM UTC 2025;12.404069484
